ID,X,Y,ELEV,DESC
1469,328286.1162,2074788.608,543.3,
1470,328280.8284,2074788.633,543.8,
1471,328275.5337,2074787.902,544.2,
1472,328270.2516,2074787.169,544.7,
1473,328265.7207,2074785.674,545.1,
1474,328262.7071,2074784.171,545.5,
1475,328259.7191,2074781.901,545.9,
1476,328256.7343,2074779.634,546.4,
1477,328252.2384,2074774.348,547.1,
1478,328248.5085,2074769.821,547.9,
1479,328247.7497,2074767.557,548,
1480,328247.713,2074763.779,548,
1481,328247.6917,2074760.755,548,
1482,328247.6666,2074756.977,548.1,
1483,328248.3706,2074752.437,547.9,
1484,328251.2776,2074747.128,547.3,
1485,328253.4721,2074744.844,546.9,
1486,328254.9665,2074747.86,546.4,
1487,328255.7238,2074750.882,546.2,
1488,328255.7393,2074753.154,546.2,
1489,328255.7606,2074756.181,546.2,
1490,328255.7761,2074758.452,546.3,
1491,328255.8108,2074762.236,546.3,
1492,328256.5786,2074765.26,546.2,
1493,328256.6153,2074769.044,546.3,
1494,328258.8557,2074771.309,545.9,
1495,328261.105,2074774.334,545.5,
1496,328264.8553,2074776.593,544.9,
1497,328269.3782,2074777.326,544.4,
1498,328273.8952,2074777.303,544,
1499,328276.9086,2074777.287,543.7,
1500,328278.4063,2074776.521,543.5,
1501,328304.7584,2074589.063,554.6,
1502,328307.7356,2074587.5,554.4,
1503,328309.973,2074584.482,554.3,
1504,328311.4475,2074580.717,554.2,
1505,328315.8202,2074573.783,553.8,
1506,328318.7328,2074569.88,553.5,
1507,328320.9229,2074566.769,553.1,
1508,328324.5966,2074562.847,552.5,
1509,328328.2809,2074558.925,551.9,
1510,328331.2194,2074554.281,551.3,
1511,328332.6785,2074550.454,551.1,
1512,328333.4052,2074548.165,551,
1513,328333.3667,2074542.911,551,
1514,328335.5742,2074539.047,550.6,
1515,328337.7886,2074535.934,550.2,
1516,328339.2504,2074531.361,549.9,
1517,328335.5124,2074530.792,550.6,
1518,328329.5789,2074532.621,551.6,
1519,328325.1571,2074536.606,552.4,
1520,328322.2202,2074540.502,552.9,
1521,328320.0252,2074544.354,553.2,
1522,328319.2911,2074545.139,553.4,
1523,328317.8323,2074548.203,553.6,
1524,328313.4288,2074555.114,554.4,
1525,328311.2146,2074557.435,554.8,
1526,328310.4978,2074560.459,554.9,
1527,328306.1422,2074567.413,555.5,
1528,328304.6855,2074568.979,555.7,
1529,328302.4867,2074570.565,556,
1530,328294.3461,2074575.267,556.8,
1531,328288.3815,2074581.31,556.7,
1532,328283.109,2074587.279,556.2,
1533,328279.2751,2074593.177,555.5,
1534,328277.7197,2074596.857,554.9,
1535,328274.6193,2074602.01,553.8,
1536,328271.5154,2074604.942,553.3,
1537,328269.9055,2074607.852,552.7,
1538,328267.5254,2074611.512,552,
1539,328262.879,2074615.956,551.2,
1540,328260.4894,2074619.631,550.6,
1541,328257.3658,2074625.592,549.5,
1542,328256.5828,2074627.832,549.2,
1543,328254.2482,2074633.821,548.9,
1544,328251.2293,2074639.118,548.8,
1545,328251.2167,2074643.62,548.5,
1546,328249.7171,2074650.411,548.3,
1547,328248.9916,2074657.206,548.1,
1548,328249.0023,2074660.222,548,
1549,328249.0497,2074665.512,548,
1550,328248.3399,2074669.304,548.1,
1551,328247.6338,2074672.343,548.2,
1552,328246.1706,2074673.883,548.4,
1553,328244.0023,2074678.459,548.7,
1554,328242.5492,2074680.751,548.9,
1555,328239.654,2074686.089,549.3,
1556,328238.2141,2074690.638,549.6,
1557,328238.2756,2074695.169,549.9,
1558,328238.3555,2074700.455,550.2,
1559,328238.4011,2074703.474,550.3,
