ID,X(LocalCRS),Y(LocalCRS),ELEV,DESC,X(UTM43N),Y(UTM43N)
1491,195.8108,462.236,546.3,,328255.8108,2074762.236
1492,196.5786,465.26,546.2,,328256.5786,2074765.26
1493,196.6153,469.044,546.3,,328256.6153,2074769.044
1494,198.8557,471.309,545.9,,328258.8557,2074771.309
1495,201.105,474.334,545.5,,328261.105,2074774.334
1496,204.8553,476.593,544.9,,328264.8553,2074776.593
1497,209.3782,477.326,544.4,,328269.3782,2074777.326
1498,213.8952,477.303,544,,328273.8952,2074777.303
1499,216.9086,477.287,543.7,,328276.9086,2074777.287
1500,218.4063,476.521,543.5,,328278.4063,2074776.521
1501,244.7584,289.063,554.6,,328304.7584,2074589.063
1502,247.7356,287.5,554.4,,328307.7356,2074587.5
1503,249.973,284.482,554.3,,328309.973,2074584.482
1504,251.4475,280.717,554.2,,328311.4475,2074580.717
1505,255.8202,273.783,553.8,,328315.8202,2074573.783
1506,258.7328,269.88,553.5,,328318.7328,2074569.88
1507,260.9229,266.769,553.1,,328320.9229,2074566.769
1508,264.5966,262.847,552.5,,328324.5966,2074562.847
1509,268.2809,258.925,551.9,,328328.2809,2074558.925
1510,271.2194,254.281,551.3,,328331.2194,2074554.281
1511,272.6785,250.454,551.1,,328332.6785,2074550.454
1512,273.4052,248.165,551,,328333.4052,2074548.165
1513,273.3667,242.911,551,,328333.3667,2074542.911
1514,275.5742,239.047,550.6,,328335.5742,2074539.047
1515,277.7886,235.934,550.2,,328337.7886,2074535.934
1516,279.2504,231.361,549.9,,328339.2504,2074531.361
1517,275.5124,230.792,550.6,,328335.5124,2074530.792
1518,269.5789,232.621,551.6,,328329.5789,2074532.621
1519,265.1571,236.606,552.4,,328325.1571,2074536.606
1520,262.2202,240.502,552.9,,328322.2202,2074540.502
1521,260.0252,244.354,553.2,,328320.0252,2074544.354
1522,259.2911,245.139,553.4,,328319.2911,2074545.139
1523,257.8323,248.203,553.6,,328317.8323,2074548.203
1524,253.4288,255.114,554.4,,328313.4288,2074555.114
1525,251.2146,257.435,554.8,,328311.2146,2074557.435
1526,250.4978,260.459,554.9,,328310.4978,2074560.459
1527,246.1422,267.413,555.5,,328306.1422,2074567.413
1528,244.6855,268.979,555.7,,328304.6855,2074568.979
1529,242.4867,270.565,556,,328302.4867,2074570.565
1530,234.3461,275.267,556.8,,328294.3461,2074575.267
1531,228.3815,281.31,556.7,,328288.3815,2074581.31
1532,223.109,287.279,556.2,,328283.109,2074587.279
1533,219.2751,293.177,555.5,,328279.2751,2074593.177
1534,217.7197,296.857,554.9,,328277.7197,2074596.857
1535,214.6193,302.01,553.8,,328274.6193,2074602.01
1536,211.5154,304.942,553.3,,328271.5154,2074604.942
1537,209.9055,307.852,552.7,,328269.9055,2074607.852
1538,207.5254,311.512,552,,328267.5254,2074611.512
1539,202.879,315.956,551.2,,328262.879,2074615.956
1540,200.4894,319.631,550.6,,328260.4894,2074619.631
1541,197.3658,325.592,549.5,,328257.3658,2074625.592
1542,196.5828,327.832,549.2,,328256.5828,2074627.832
1543,194.2482,333.821,548.9,,328254.2482,2074633.821
1544,191.2293,339.118,548.8,,328251.2293,2074639.118
1545,191.2167,343.62,548.5,,328251.2167,2074643.62
1546,189.7171,350.411,548.3,,328249.7171,2074650.411
1547,188.9916,357.206,548.1,,328248.9916,2074657.206
1548,189.0023,360.222,548,,328249.0023,2074660.222
1549,189.0497,365.512,548,,328249.0497,2074665.512
1550,188.3399,369.304,548.1,,328248.3399,2074669.304
1551,187.6338,372.343,548.2,,328247.6338,2074672.343
1552,186.1706,373.883,548.4,,328246.1706,2074673.883
1553,184.0023,378.459,548.7,,328244.0023,2074678.459
1554,182.5492,380.751,548.9,,328242.5492,2074680.751
1555,179.654,386.089,549.3,,328239.654,2074686.089
1556,178.2141,390.638,549.6,,328238.2141,2074690.638
1557,178.2756,395.169,549.9,,328238.2756,2074695.169
1558,178.3555,400.455,550.2,,328238.3555,2074700.455
1559,178.4011,403.474,550.3,,328238.4011,2074703.474
